train_loss,val_loss,pred_loss,weight_loss
1.802149549126625,0.4518996924161911,1.8021484315395355,1.1401332002947129e-06
1.5119809210300446,0.42022065818309784,1.5119771212339401,3.812617961784781e-06
1.3956455886363983,0.41987766325473785,1.395638644695282,6.939383752069261e-06
1.3042981177568436,0.39633555710315704,1.3042880594730377,1.0053470987259061e-05
1.2634185999631882,0.39630694687366486,1.263405367732048,1.3236270206107292e-05
1.2264998704195023,0.4024313688278198,1.2264832556247711,1.6612855233688606e-05
1.1867296248674393,0.3937637656927109,1.186709612607956,2.0007955299661262e-05
1.1718928068876266,0.39086371660232544,1.1718693673610687,2.3442529709427617e-05
1.1611124575138092,0.39483705163002014,1.1610854864120483,2.6955751309287734e-05
1.1396575421094894,0.39096686244010925,1.1396270841360092,3.0455423257080838e-05
1.1319351643323898,0.39182065427303314,1.1319010555744171,3.407008489375585e-05
1.1193150281906128,0.3904748857021332,1.119277372956276,3.7687761960114585e-05
1.1098597794771194,0.3905782997608185,1.10981847345829,4.132980393478647e-05
1.1011292934417725,0.3909105509519577,1.1010843366384506,4.4962824631511467e-05
1.0944709777832031,0.39058342576026917,1.0944223999977112,4.85714713249763e-05
1.0887350738048553,0.39095476269721985,1.0886829197406769,5.216251565798302e-05
1.083480566740036,0.39124512672424316,1.083424836397171,5.572258851316292e-05
1.078427866101265,0.39192114770412445,1.0783686190843582,5.92559526921832e-05
1.0743699818849564,0.39182452857494354,1.074307233095169,6.274056340771494e-05
1.0694477409124374,0.39266206324100494,1.0693815499544144,6.619375835725805e-05
1.0665535628795624,0.3929266631603241,1.066483959555626,6.96020415489329e-05
1.0618619918823242,0.39382779598236084,1.0617889761924744,7.300806828425266e-05
1.2638390809297562,0.40045563876628876,1.2637986242771149,4.046460435347399e-05
1.190374180674553,0.3966778963804245,1.1903320997953415,4.20855817537813e-05
1.1603616327047348,0.40208907425403595,1.1603177934885025,4.383272425911855e-05
1.1160811483860016,0.3910582661628723,1.1160355061292648,4.564866731016082e-05
1.1084132343530655,0.3920021206140518,1.108365774154663,4.746069316752255e-05
1.0939802527427673,0.3937012255191803,1.0939308553934097,4.9388768729841104e-05
1.080460399389267,0.3898649960756302,1.0804090648889542,5.133616286912002e-05
1.0787932872772217,0.3901677131652832,1.0787399858236313,5.330445037543541e-05
1.0716364085674286,0.3907603621482849,1.0715810805559158,5.533040439331671e-05
1.064967468380928,0.38915830850601196,1.0649101436138153,5.7330452364112716e-05
1.0628171861171722,0.39049631357192993,1.0627578347921371,5.9350513765821233e-05
1.0558763444423676,0.38939495384693146,1.05581496655941,6.13721922491095e-05
1.0512591153383255,0.3891003131866455,1.051195740699768,6.337860395433381e-05
1.0487173944711685,0.3898128867149353,1.04865200817585,6.539527566928882e-05
1.0435742139816284,0.38919688761234283,1.0435068160295486,6.739981108694337e-05
1.0409368425607681,0.38973134756088257,1.0408674329519272,6.940450566617073e-05
1.0378814339637756,0.3897998631000519,1.037810042500496,7.139600893424358e-05
1.034435749053955,0.3897199481725693,1.0343623608350754,7.338215527852299e-05
1.0320714712142944,0.39022254943847656,1.0319961160421371,7.535913937317673e-05
1.0281056463718414,0.3903677761554718,1.0280283242464066,7.732879566901829e-05
1.0248705595731735,0.3906498849391937,1.0247912853956223,7.928921513666864e-05
1.0222459733486176,0.3908587247133255,1.0221647173166275,8.124626401695423e-05
1.0191150605678558,0.3908339738845825,1.0190318524837494,8.319218886754243e-05
1.0914832800626755,0.39003264904022217,1.0914183259010315,6.496085825347109e-05
1.0741129368543625,0.39168834686279297,1.0740469843149185,6.594954447791679e-05
1.0593848377466202,0.3926366716623306,1.059317871928215,6.695607316942187e-05
1.049481838941574,0.39053773880004883,1.0494138598442078,6.79805325489724e-05
1.0432882010936737,0.3904316872358322,1.043219193816185,6.900109292473644e-05
1.039374053478241,0.3912894129753113,1.0393040031194687,7.004810504440684e-05
1.0345428884029388,0.3896753191947937,1.034471794962883,7.10971989974496e-05
1.0343296080827713,0.39045268297195435,1.0342574566602707,7.2150264713855e-05
1.030262142419815,0.3900952935218811,1.0301889330148697,7.321072735066991e-05
1.0289239138364792,0.3902120888233185,1.028849646449089,7.42669681130792e-05
1.0572215765714645,0.3879045993089676,1.057156816124916,6.476212183770258e-05
1.051497146487236,0.3910515755414963,1.0514318495988846,6.529622987727635e-05
1.0440282374620438,0.38945895433425903,1.0439624041318893,6.583388949366054e-05
1.04232856631279,0.38996028900146484,1.0422621816396713,6.637293608946493e-05
1.0392630696296692,0.38955314457416534,1.0391961634159088,6.690876671200385e-05
1.0379825681447983,0.3901274651288986,1.037915125489235,6.745078007952543e-05
1.0358456075191498,0.38965050876140594,1.0357776135206223,6.799207949370611e-05
1.0349493026733398,0.3898984044790268,1.0348807573318481,6.853386457805755e-05
1.033185824751854,0.3897815942764282,1.0331167578697205,6.90765846229624e-05
1.0320928692817688,0.3898961544036865,1.0320232510566711,6.96184570188052e-05
1.030565470457077,0.38986048102378845,1.0304953157901764,7.016010022198316e-05
1.0513904243707657,0.39068782329559326,1.0513252317905426,6.518516693176934e-05
1.042550340294838,0.38860246539115906,1.0424848794937134,6.545726500917226e-05
1.0425793081521988,0.389832079410553,1.0425135791301727,6.57349155517295e-05
1.0403607487678528,0.3897773325443268,1.040294736623764,6.601151108043268e-05
1.038941279053688,0.3894014358520508,1.0388749986886978,6.628651408391306e-05
1.0384668558835983,0.3896734416484833,1.0384002923965454,6.656359528278699e-05
1.0374388992786407,0.389744833111763,1.0373720526695251,6.684013987978688e-05
1.0367156267166138,0.38977131247520447,1.0366485118865967,6.711579226248432e-05
1.0358584076166153,0.3897554725408554,1.0357910245656967,6.739198215655051e-05
